Time (s),Roll Rate (deg/s),Pitch Rate (deg/s),Yaw Rate (deg/s),X acc (m/s2),Y acc (m/s2),Z acc (m/s2),Roll (deg),Pitch (deg),Yaw (deg),N pos (m),E pos (m),Elevation (m),GPS Speed (m/s),Airspeed (m/s),Aileron (deg),Elevator (deg),Thrust (normalized),Rudder (deg)
811.82,-62.942,19.872,22.149,0.46859,1.1965,-13.605,61.058,-0.92474,-54.393,103.92,139.94,-62.838,28.999,25.755,5.2128,-1.5963,0.56505,0
811.84,-61.017,18.572,20.641,0.6039,0.89501,-13.513,59.786,-1.213,-53.819,103.46,139.57,-62.842,28.919,25.885,4.7721,-1.376,0.5653,0
811.86,-64.112,16.302,21.5,0.90105,1.0634,-12.703,58.527,-1.5117,-53.306,103.02,139.22,-62.838,28.877,26.015,4.3313,-1.1556,0.56555,0
811.88,-66.143,16.261,20.19,0.61056,0.94258,-12.891,57.274,-1.7914,-52.793,102.58,138.86,-62.834,28.836,26.145,3.8906,-0.93524,0.5658,0
811.9,-62.3,16.105,17.848,0.32558,0.72802,-13.308,56.05,-1.9778,-52.274,102.14,138.48,-62.828,28.795,26.235,3.4498,-0.71489,0.56605,0
811.92,-58.215,14.379,17.59,0.58243,0.5598,-12.692,54.842,-2.1749,-51.765,101.7,138.11,-62.821,28.753,26.126,3.0169,-0.49842,0.56621,0
811.94,-57.732,12.346,18.834,0.86107,0.98841,-12.079,53.708,-2.4197,-51.3,101.27,137.73,-62.814,28.712,26.017,2.6199,-0.29979,0.56595,0
811.96,-52.87,11.864,17.755,0.6797,1.3,-12.361,52.641,-2.6436,-50.853,100.85,137.35,-62.806,28.671,25.907,2.2229,-0.10117,0.5657,0
811.98,-43.064,11.382,14.787,0.37394,1.2757,-12.835,51.878,-2.7731,-50.483,100.45,136.98,-62.796,28.629,25.798,1.826,0.097458,0.56545,0
812,-32.531,9.1595,12.91,0.50016,0.85538,-12.217,51.141,-2.9073,-50.122,100.04,136.61,-62.786,28.588,25.666,1.429,0.29608,0.5652,0
812.02,-25.423,6.2731,12.463,0.83641,0.86872,-10.847,50.639,-3.085,-49.84,99.611,136.21,-62.773,28.547,25.386,1.125,0.47609,0.56505,0
812.04,-22.227,4.6356,11.715,0.70275,1.2794,-10.409,50.173,-3.2473,-49.579,99.184,135.81,-62.758,28.505,25.107,1.226,0.57494,0.5653,0
812.06,-17.722,4.1061,9.1685,0.35201,1.3007,-10.473,49.86,-3.3415,-49.41,98.769,135.41,-62.736,28.464,24.828,1.3271,0.67379,0.56554,0
812.08,-11.241,2.2022,7.0814,0.42725,0.54821,-10.252,49.575,-3.4435,-49.258,98.354,135.02,-62.714,28.423,24.549,1.4282,0.77264,0.56579,0
812.1,-9.4375,0.045741,6.9609,0.78404,0.2455,-9.1663,49.424,-3.5842,-49.188,97.941,134.62,-62.69,28.381,24.283,1.5293,0.87149,0.56604,0
812.12,-11.182,-0.50671,7.1026,0.81474,0.82431,-8.5336,49.265,-3.7204,-49.12,97.53,134.22,-62.665,28.34,24.084,1.6446,0.96911,0.56625,0
812.14,-10.099,-0.49066,5.6428,0.50213,0.76259,-8.822,49.064,-3.8358,-49.065,97.125,133.81,-62.638,28.299,23.885,1.8292,1.0608,0.56625,0
812.16,-8.1144,-1.7988,4.6891,0.4575,0.091629,-8.8332,48.87,-3.9608,-49.022,96.724,133.41,-62.61,28.257,23.686,2.0139,1.1525,0.56625,0
812.18,-8.8471,-4.0574,5.1725,0.74424,-0.36083,-7.8947,48.708,-4.1278,-49.031,96.336,133.01,-62.581,28.216,23.487,2.1985,1.2441,0.56625,0
812.2,-13.287,-5.0514,6.1932,0.83994,-0.036778,-7.0664,48.527,-4.3004,-49.04,95.948,132.61,-62.552,28.175,23.312,2.3831,1.3358,0.56625,0
812.22,-17.879,-5.7048,6.9675,0.50949,0.31952,-6.9675,48.156,-4.5305,-49.034,95.548,132.19,-62.518,28.134,23.308,2.5052,1.4383,0.56621,0
812.24,-16.886,-6.1654,6.5321,0.29311,-0.28022,-7.1846,47.8,-4.7635,-49.034,95.149,131.78,-62.482,28.097,23.303,2.3393,1.5909,0.56596,0
812.26,-15.4,-7.2498,6.7935,0.47213,-0.74947,-6.6934,47.519,-5.0108,-49.059,94.751,131.35,-62.438,28.081,23.298,2.1734,1.7434,0.56571,0
812.28,-20.604,-8.7932,9.3217,0.63114,-0.66729,-5.3934,47.205,-5.2708,-49.076,94.354,130.93,-62.393,28.064,23.293,2.0075,1.8959,0.56546,0
812.3,-24.18,-9.0099,10.46,0.52289,-0.11317,-4.6478,46.718,-5.6007,-49.051,93.967,130.52,-62.346,28.047,23.288,1.8416,2.0485,0.56521,0
812.32,-23.485,-8.8693,10.267,0.20173,-0.52174,-4.8005,46.251,-5.9336,-49.029,93.58,130.1,-62.297,28.03,23.279,1.756,2.2091,0.565,0.0014827
812.34,-21.671,-9.7567,10.462,0.36753,-0.87343,-4.2646,45.875,-6.2793,-49.024,93.193,129.68,-62.245,28.014,23.27,2.0413,2.4071,0.565,0.0098198
812.36,-23.074,-11.354,12.273,0.7434,-0.69502,-3.1032,45.481,-6.64,-49.013,92.809,129.26,-62.193,27.997,23.262,2.3266,2.6051,0.565,0.018157
812.38,-25.377,-12.407,14.21,0.71748,-0.15593,-2.5143,45.008,-7.0652,-48.975,92.434,128.85,-62.139,27.98,23.253,2.6119,2.8031,0.565,0.026494
812.4,-24.431,-13.448,14.503,0.45672,-0.14303,-2.6716,44.545,-7.4923,-48.941,92.059,128.43,-62.084,27.964,23.244,2.8972,3.0011,0.565,0.034831
812.42,-21.951,-14.087,13.202,0.27074,-0.59562,-3.0421,44.178,-7.9377,-48.957,91.673,128,-62.023,27.947,23.235,3.1686,3.1719,0.565,0.041748
812.44,-20.945,-15.826,13.557,0.59524,-0.81906,-2.2049,43.772,-8.4028,-48.964,91.287,127.58,-61.959,27.934,23.225,3.3719,3.2102,0.565,0.041748
812.46,-26.338,-17.673,16.045,0.75069,-0.5442,-1.1181,43.19,-8.9545,-48.929,90.903,127.16,-61.889,27.935,23.216,3.5752,3.2484,0.565,0.041748
812.48,-33.011,-18.31,16.746,0.31902,-0.234,-1.1875,42.603,-9.5058,-48.902,90.518,126.73,-61.818,27.936,23.206,3.7785,3.2867,0.565,0.041748
812.5,-32.784,-19.202,15.277,0.11739,-0.66401,-1.5154,41.983,-10.054,-48.912,90.129,126.3,-61.741,27.937,23.206,3.9818,3.3249,0.565,0.041748
812.52,-31.83,-21.725,15.492,0.40829,-0.86876,-0.8166,41.33,-10.631,-48.918,89.742,125.88,-61.664,27.938,23.255,3.9974,3.3142,0.56505,0.040217
812.54,-37.431,-24.252,17.738,0.61223,-0.37822,0.5026,40.53,-11.325,-48.908,89.368,125.46,-61.584,27.94,23.305,3.1767,3.0852,0.5653,0.031864
812.56,-43.621,-25.284,17.678,0.37829,-0.063013,0.81659,39.711,-12.016,-48.905,88.994,125.05,-61.503,27.941,23.354,2.356,2.8563,0.56555,0.02351
812.58,-45.983,-26.214,16.168,0.25408,-0.17085,0.98628,38.802,-12.69,-48.934,88.62,124.63,-61.416,27.942,23.404,1.5353,2.6274,0.5658,0.015157
812.6,-47.515,-27.891,16.167,0.45579,-0.26048,1.7654,37.891,-13.374,-48.962,88.244,124.21,-61.329,27.943,23.464,0.71456,2.3985,0.56605,0.0068038
812.62,-47.837,-29.117,16.967,0.84152,-0.36811,3.4553,36.961,-14.147,-48.989,87.856,123.78,-61.231,27.944,23.598,0.046087,2.2148,0.56625,0.0015466
812.64,-45.561,-28.478,15.976,0.68397,-0.12145,3.7642,36.092,-14.898,-49.02,87.469,123.35,-61.13,27.946,23.732,0.046087,2.2301,0.56625,0.0098842
812.66,-36.8,-28.007,14.348,0.36108,-0.080649,3.5656,35.5,-15.544,-49.074,87.081,122.94,-61.02,27.95,23.866,0.046087,2.2453,0.56625,0.018222
812.68,-21.546,-27.311,12.809,0.46672,-0.64882,3.7282,34.973,-16.19,-49.128,86.692,122.52,-60.908,27.954,24,0.046087,2.2605,0.56625,0.026559
812.7,-13.257,-26.551,13.59,0.87493,-0.75144,4.9067,34.801,-16.828,-49.179,86.297,122.09,-60.788,27.958,24.146,0.046087,2.2758,0.56625,0.034897
812.72,-9.264,-25.15,14.404,0.74611,-0.074534,5.1873,34.65,-17.45,-49.227,85.902,121.67,-60.666,27.963,24.355,0.031316,2.2448,0.56621,0.040261
812.74,-4.5793,-23.591,13.485,0.49434,0.22657,4.4897,34.595,-17.995,-49.267,85.51,121.25,-60.536,27.967,24.564,-0.051531,2.001,0.56596,0.031923
812.76,2.0009,-22.908,12.185,0.45286,-0.0039796,3.835,34.596,-18.53,-49.312,85.119,120.83,-60.404,27.971,24.773,-0.13438,1.7573,0.56571,0.023584
812.78,8.4185,-22.626,11.86,0.70076,-0.27359,4.1323,34.848,-19.025,-49.38,84.732,120.41,-60.267,27.975,24.982,-0.21723,1.5135,0.56546,0.015246
812.8,11.411,-22.321,13.155,0.88824,-0.48872,5.0799,35.098,-19.516,-49.442,84.344,120,-60.128,27.979,25.177,-0.30007,1.2698,0.56521,0.0069072
812.82,10.302,-19.879,13.406,0.72477,-0.28669,5.2269,35.33,-19.985,-49.457,83.952,119.58,-59.979,27.984,25.303,-0.4004,0.97997,0.56504,-0.0014359
812.84,9.9635,-16.388,11.836,0.248,-0.35954,3.6449,35.557,-20.435,-49.469,83.564,119.17,-59.829,27.988,25.428,-0.5851,0.46795,0.56529,-0.0098015
812.86,9.1372,-15.09,12.036,0.29852,-0.80457,2.8154,35.767,-20.798,-49.465,83.197,118.79,-59.68,27.992,25.554,-0.7698,-0.044068,0.56554,-0.018167
812.88,8.9998,-14.78,13.386,0.5669,-1.1123,2.8459,35.979,-21.163,-49.46,82.826,118.4,-59.53,27.993,25.68,-0.9545,-0.55609,0.56579,-0.026532
812.9,6.6018,-12.798,14.808,0.55132,-0.29949,2.4036,36.267,-21.592,-49.46,82.392,117.96,-59.344,27.995,25.76,-1.1392,-1.0681,0.56604,-0.034898
812.92,7.0768,-10.777,14.589,0.02388,0.26436,0.52679,36.572,-21.998,-49.458,81.966,117.52,-59.16,27.997,25.608,-1.4101,-1.596,0.5662,-0.038737
812.94,10.96,-9.4905,14.144,-0.096178,-0.11873,-0.92754,36.951,-22.303,-49.448,81.572,117.12,-58.984,27.999,25.457,-2.0708,-2.1959,0.56596,-0.022113
812.96,15.627,-7.3493,14.063,0.1574,-0.31105,-0.71531,37.333,-22.592,-49.419,81.18,116.71,-58.807,28,25.306,-2.7315,-2.7958,0.56571,-0.0054888
812.98,15.61,-2.9177,15.347,0.50764,-0.14729,-0.14131,37.73,-22.793,-49.287,80.792,116.31,-58.627,28.002,25.155,-3.3921,-3.3956,0.56546,0.011135
813,14.418,3.5792,15.893,0.3253,0.36895,-0.47346,38.13,-22.961,-49.132,80.403,115.91,-58.444,28.004,25.063,-4.0528,-3.9955,0.56521,0.027759
813.02,15.821,11.921,14.867,-0.013,0.29861,-2.7015,38.554,-22.889,-48.806,79.998,115.49,-58.248,28.005,25.289,-4.6058,-4.4469,0.56504,0.040421
813.04,21.147,18.954,12.542,-0.22977,-0.19022,-5.2477,38.985,-22.783,-48.445,79.595,115.07,-58.052,28.007,25.514,-4.5873,-4.1105,0.56529,0.03205
813.06,26.86,24.24,12.348,-0.076543,-0.36933,-6.6198,39.448,-22.527,-47.928,79.2,114.66,-57.854,28.007,25.74,-4.5688,-3.774,0.56554,0.02368
813.08,32.166,30.527,13.46,0.12143,0.22014,-8.3962,39.924,-22.238,-47.375,78.804,114.25,-57.656,28.007,25.966,-4.5504,-3.4375,0.56579,0.015309
813.1,38.623,37.084,12.614,-0.11946,0.57855,-11.733,40.47,-21.773,-46.632,78.405,113.83,-57.453,28.008,26.26,-4.5319,-3.1011,0.56604,0.0069378
813.12,48.438,42.252,10.754,-0.32521,0.46796,-15.479,41.087,-21.285,-45.892,78.009,113.41,-57.251,28.008,26.934,-4.3655,-2.7128,0.56621,0.0014252
813.14,57.705,44.044,9.3438,-0.24814,-0.22525,-18.013,42.033,-20.691,-45.167,77.62,112.99,-57.051,28.008,27.609,-3.4833,-2.074,0.56596,0.0097499
813.16,60.196,43.433,8.9265,0.076131,-0.19951,-19.257,42.96,-20.118,-44.451,77.237,112.56,-56.854,28.008,28.284,-2.601,-1.4352,0.56571,0.018075
813.18,58.355,41.326,9.443,0.31451,0.053235,-20.25,43.8,-19.633,-43.774,76.879,112.15,-56.669,28.009,28.958,-1.7188,-0.79642,0.56546,0.026399
813.2,52.261,38.431,9.6368,0.19427,0.27941,-22.084,44.636,-19.15,-43.104,76.52,111.74,-56.484,28.009,29.674,-0.83656,-0.15761,0.56521,0.034724
813.22,48.697,36,8.0371,0.038949,-0.01471,-24.44,45.433,-18.684,-42.488,76.153,111.29,-56.293,28.009,30.642,-0.090727,0.36341,0.56496,0.04306
813.24,48.163,33.257,6.681,0.44398,-0.77316,-27.666,46.219,-18.262,-41.898,75.788,110.85,-56.104,28.014,31.61,-0.081462,0.2484,0.56471,0.051453
813.26,44.815,28.824,8.0526,0.83982,-0.8043,-28.255,46.957,-18.042,-41.429,75.434,110.4,-55.921,28.036,32.578,-0.072196,0.13339,0.56446,0.059846
813.28,27.768,20.849,11.028,0.66689,-0.58227,-26.387,47.609,-17.878,-40.983,75.082,109.95,-55.74,28.059,33.546,-0.062931,0.01838,0.56421,0.068239
813.3,12.965,13.263,13.23,0.15684,-0.78871,-24.613,47.841,-17.984,-40.645,74.737,109.49,-55.563,28.081,34.258,-0.053665,-0.096629,0.56396,0.076632
813.32,1.6268,6.8087,13.888,-0.038991,-1.0663,-22.056,48.033,-18.126,-40.332,74.395,109.03,-55.387,28.104,33.658,-0.081295,-0.21427,0.5638,0.081978
813.34,-6.5687,1.8178,16.089,0.19595,-1.2797,-19.702,48.048,-18.43,-40.128,74.066,108.56,-55.217,28.126,33.057,-0.27459,-0.34376,0.56405,0.07364
813.36,-9.5674,-1.1988,18.658,0.44323,-1.3106,-17.825,48.05,-18.752,-39.914,73.741,108.1,-55.048,28.149,32.456,-0.46788,-0.47324,0.56429,0.065302
813.38,-7.7366,-1.6301,20.815,0.27121,-0.86347,-16.1,47.997,-19.153,-39.654,73.427,107.64,-54.887,28.171,31.855,-0.66117,-0.60272,0.56454,0.056964
813.4,-6.9079,0.29609,21.555,-0.15195,-1.0898,-15.786,47.943,-19.549,-39.38,73.113,107.17,-54.725,28.194,31.346,-0.85446,-0.73221,0.56479,0.048627
813.42,-7.8009,3.0943,23.165,-0.23906,-1.6137,-16.046,47.892,-19.91,-39.014,72.796,106.69,-54.559,28.216,31.334,-0.98487,-0.80297,0.56504,0.040286
813.44,-9.427,6.2906,24.956,0.016863,-1.9346,-17.479,47.817,-20.278,-38.62,72.483,106.2,-54.394,28.243,31.322,-0.81886,-0.5969,0.56529,0.031931
813.46,-8.4347,7.5754,28.085,0.25358,-1.4776,-17.886,47.622,-20.677,-38.086,72.185,105.71,-54.24,28.286,31.31,-0.65284,-0.39083,0.56554,0.023577
813.48,-4.8915,7.6232,31.034,-0.016368,-0.29865,-16.153,47.43,-21.068,-37.545,71.889,105.22,-54.086,28.329,31.298,-0.48683,-0.18477,0.56579,0.015222
813.5,-1.6748,7.6397,30.799,-0.34549,-0.41888,-13.516,47.248,-21.422,-36.969,71.596,104.72,-53.931,28.372,31.247,-0.32081,0.021301,0.56604,0.0068675
813.52,2.9356,8.2782,29.98,-0.30844,-0.52558,-12.988,47.133,-21.764,-36.391,71.305,104.22,-53.776,28.415,30.977,-0.11383,0.21919,0.56621,0
813.54,12.938,9.5847,29.75,-0.0096481,-0.2391,-12.134,47.313,-22.059,-35.802,71.022,103.72,-53.621,28.458,30.707,0.28236,0.3793,0.56596,0
813.56,23.186,11.725,29.698,0.17002,0.794,-11.864,47.557,-22.34,-35.229,70.742,103.22,-53.467,28.502,30.437,0.67854,0.53941,0.56571,0
813.58,34.698,11.191,27.987,0.0062013,1.1553,-12.244,48.084,-22.56,-34.731,70.472,102.73,-53.315,28.545,30.167,1.0747,0.69952,0.56546,0
813.6,37.053,8.4407,25.085,-0.44649,1.0552,-13.014,48.624,-22.784,-34.257,70.203,102.24,-53.162,28.588,29.89,1.4709,0.85963,0.56521,0
813.62,34.089,4.5203,22.073,-0.49104,0.76827,-13.102,49.244,-23.033,-33.942,69.929,101.72,-53,28.631,29.574,1.8573,0.99158,0.56504,0
813.64,28.08,0.22441,20.421,-0.26047,0.79636,-12.295,49.777,-23.298,-33.651,69.66,101.21,-52.841,28.674,29.258,2.198,0.99158,0.56529,0
813.66,13.78,-3.7402,19.984,-0.087512,0.95086,-10.403,49.879,-23.641,-33.479,69.414,100.74,-52.694,28.712,28.942,2.5387,0.99158,0.56554,0
813.68,-1.5893,-6.2527,18.796,-0.14305,1.2175,-8.9698,49.976,-23.986,-33.309,69.167,100.26,-52.546,28.732,28.627,2.8794,0.99158,0.56579,0
813.7,-9.7257,-8.6583,15.825,-0.55649,1.1859,-7.6054,49.704,-24.372,-33.233,68.88,99.705,-52.371,28.752,28.299,3.2201,0.99158,0.56604,0
813.72,-15.48,-9.198,13.359,-0.407,1.0597,-6.5315,49.357,-24.763,-33.167,68.599,99.156,-52.197,28.772,27.911,3.3877,0.99289,0.56621,0
813.74,-29.062,-11.403,13.575,-0.043805,0.87988,-4.0111,48.662,-25.173,-33.152,68.342,98.644,-52.031,28.792,27.523,2.7147,1.0005,0.56596,0
813.76,-42.563,-12.709,13.192,0.11666,1.0001,-1.2723,47.909,-25.574,-33.141,68.086,98.134,-51.864,28.812,27.134,2.0416,1.0081,0.56571,0
813.78,-49.685,-12.743,11.054,-0.1566,1.5361,-0.50225,46.89,-25.935,-33.146,67.836,97.634,-51.694,28.832,26.746,1.3685,1.0158,0.56546,0
813.8,-49.679,-10.527,6.741,-0.46098,1.6066,-1.5623,45.895,-26.281,-33.159,67.585,97.13,-51.523,28.852,26.435,0.69549,1.0234,0.56521,0
813.82,-46.024,-9.955,4.1998,-0.30631,0.52025,-1.954,45.067,-26.525,-33.23,67.326,96.606,-51.337,28.872,26.547,0.13508,1.0297,0.56125,0.0014397
813.84,-35.007,-9.3926,2.6113,0.0034102,0.0072073,-1.6246,44.297,-26.762,-33.302,67.067,96.082,-51.149,28.889,26.659,0.11661,1.0297,0.53946,0.0098055
813.86,-24.902,-8.5133,2.3805,-0.021725,0.73976,-1.8058,43.834,-26.963,-33.377,66.806,95.561,-50.958,28.893,26.771,0.098142,1.0297,0.51767,0.018171
813.88,-17.849,-7.3608,1.0626,-0.43619,0.65356,-3.5765,43.431,-27.151,-33.463,66.547,95.043,-50.766,28.897,26.883,0.079672,1.0297,0.49587,0.026537
813.9,-12.289,-7.0058,0.11869,-0.68466,-0.44152,-4.885,43.32,-27.277,-33.599,66.295,94.534,-50.573,28.902,26.994,0.061201,1.0297,0.47408,0.034903
813.92,-7.7933,-8.3159,1.0429,-0.39229,-0.97285,-4.2451,43.211,-27.423,-33.726,66.043,94.024,-50.378,28.906,27.102,0.049435,1.0297,0.4572,0.040232
813.94,-7.4415,-8.9356,3.503,-0.36279,-0.18203,-2.6681,43.107,-27.656,-33.81,65.791,93.508,-50.177,28.911,27.21,0.067854,1.0297,0.46245,0.031889
813.96,-8.32,-8.5131,4.4924,-0.72925,0.35329,-2.7733,43.027,-27.881,-33.9,65.539,92.993,-49.974,28.915,27.317,0.086273,1.0297,0.46769,0.023547
813.98,-4.4865,-8.6951,3.9603,-0.98621,-0.24899,-2.0731,43.066,-28.066,-34.017,65.293,92.485,-49.769,28.919,27.425,0.10469,1.0297,0.47294,0.015205
814,1.9165,-11.511,4.7594,-0.756,-0.47371,2.2283,43.111,-28.264,-34.131,65.046,91.975,-49.561,28.924,27.579,0.12311,1.0297,0.47819,0.0068621
814.02,3.0173,-12.454,6.3773,-0.68063,0.31604,5.0887,43.208,-28.555,-34.228,64.788,91.445,-49.337,28.928,27.979,0.20846,1.0311,0.48246,0.0014787
814.04,3.7486,-9.5135,4.7384,-1.1401,0.64962,3.7344,43.345,-28.829,-34.33,64.529,90.919,-49.11,28.929,28.379,0.60403,1.0387,0.48221,0.009812
814.06,10.038,-7.9176,3.5083,-1.1874,-0.41946,2.8493,43.689,-29.008,-34.454,64.266,90.405,-48.878,28.916,28.779,0.99961,1.0463,0.48196,0.018145
814.08,12.723,-8.0264,4.596,-0.90605,-0.084859,2.5945,44.02,-29.186,-34.576,64.003,89.889,-48.644,28.902,29.179,1.3952,1.0539,0.48171,0.026479
814.1,9.9549,-6.9449,4.6865,-1.1879,0.493,1.2603,44.282,-29.358,-34.682,63.738,89.369,-48.399,28.889,29.486,1.7908,1.0615,0.48146,0.034812
814.12,8.3078,-6.6809,3.7797,-1.3836,-0.21005,0.11592,44.528,-29.538,-34.786,63.473,88.849,-48.154,28.875,29.321,2.1728,1.0666,0.48117,0.043155
814.14,3.9462,-7.5947,5.642,-1.0953,-0.25103,-0.11731,44.694,-29.758,-34.882,63.211,88.334,-47.903,28.862,29.157,2.4879,1.0589,0.48066,0.051549
814.16,-1.0666,-6.8658,6.1507,-1.2601,0.25696,-1.0202,44.83,-29.968,-34.974,62.951,87.821,-47.654,28.849,28.992,2.8029,1.0512,0.48016,0.059943
814.18,-2.9796,-5.7674,4.6774,-1.5868,-0.12325,-2.891,44.83,-30.128,-35.051,62.701,87.324,-47.409,28.835,28.827,3.118,1.0436,0.47966,0.068337
814.2,-7.9369,-7.1619,6.2203,-1.4044,-0.52052,-3.4038,44.789,-30.302,-35.123,62.448,86.821,-47.16,28.822,28.713,3.4331,1.0359,0.47916,0.076731
814.22,-17.663,-7.5266,7.8693,-1.4093,-0.062346,-3.5316,44.425,-30.59,-35.154,62.18,86.282,-46.888,28.808,28.902,3.7226,1.0282,0.47885,0.08027
814.24,-23.951,-7.3502,7.9362,-1.6917,-0.15761,-3.3344,44.038,-30.865,-35.179,61.913,85.749,-46.617,28.791,29.09,3.9062,1.0207,0.47934,0.063638
814.26,-25.706,-7.9443,7.5954,-1.5433,-0.72333,-2.4306,43.538,-31.075,-35.174,61.654,85.248,-46.353,28.755,29.279,4.0898,1.0131,0.47984,0.047006
814.28,-33.134,-9.3669,9.9656,-1.2888,-0.46774,-0.94513,42.988,-31.273,-35.152,61.394,84.745,-46.087,28.719,29.467,4.2734,1.0055,0.48034,0.030375
814.3,-37.242,-8.1542,10.133,-1.6669,-0.32337,-2.0231,42.183,-31.414,-35.041,61.129,84.228,-45.809,28.683,29.645,4.457,0.99786,0.48084,0.013743
814.32,-41.547,-7.4154,9.981,-1.7227,-0.6219,-3.2264,41.329,-31.572,-34.921,60.865,83.711,-45.53,28.647,29.767,4.6585,0.99424,0.48125,0.001455
814.34,-49.785,-8.5923,12.009,-1.3862,-0.60137,-3.0902,40.248,-31.807,-34.756,60.606,83.199,-45.249,28.611,29.889,4.9452,1.0095,0.48125,0.0098316
814.36,-56.03,-8.4086,13.398,-1.6537,-0.075261,-3.8394,39.155,-32.035,-34.586,60.349,82.688,-44.969,28.575,30.01,5.2319,1.0248,0.48125,0.018208
814.38,-57.393,-7.7767,12.98,-1.8977,-0.37488,-4.5762,38.008,-32.23,-34.396,60.1,82.188,-44.692,28.539,30.132,5.5185,1.0402,0.48125,0.026585
814.4,-58.582,-9.2231,13.76,-1.5517,-0.64807,-3.2417,36.815,-32.44,-34.196,59.848,81.682,-44.411,28.503,30.283,5.8052,1.0555,0.48125,0.034961
814.42,-65.209,-10.359,15.436,-1.5242,-0.12094,-1.998,35.313,-32.745,-33.931,59.584,81.147,-44.109,28.467,30.585,6.0706,1.065,0.4813,0.040168
814.44,-70.576,-9.7144,15.119,-1.8339,0.14841,-2.3855,33.824,-33.043,-33.677,59.322,80.617,-43.808,28.432,30.887,6.2453,1.0498,0.48155,0.031841
814.46,-71.508,-9.2542,13.865,-2.1079,-0.2168,-3.4761,32.407,-33.304,-33.476,59.071,80.114,-43.515,28.396,31.189,6.4199,1.0345,0.4818,0.023514
814.48,-75.386,-9.9078,13.931,-1.7647,-0.42185,-2.9167,30.924,-33.583,-33.267,58.819,79.609,-43.22,28.361,31.491,6.5946,1.0193,0.48205,0.015187
814.5,-82.683,-10.443,14.843,-1.8191,0.066929,-3.101,29.119,-33.955,-33.01,58.565,79.095,-42.917,28.325,31.784,6.7692,1.0041,0.48229,0.0068601
814.52,-88.575,-10.098,14.088,-2.1433,-0.1243,-3.6547,27.278,-34.329,-32.75,58.312,78.581,-42.613,28.29,32.026,6.7244,0.99158,0.48206,0
814.54,-95.276,-11.132,14.101,-1.9473,-0.25852,-3.1825,25.281,-34.709,-32.475,58.061,78.067,-42.305,28.254,32.268,5.6533,0.99158,0.47955,0
814.56,-102.36,-11.617,14.714,-1.7675,-0.0055376,-2.8235,23.253,-35.081,-32.191,57.814,77.56,-42,28.218,32.51,4.5821,0.99158,0.47705,0
814.58,-105.65,-10.728,13.844,-2.1238,0.22436,-3.3604,21.092,-35.416,-31.872,57.579,77.075,-41.708,28.183,32.753,3.511,0.99158,0.47455,0
814.6,-103.94,-10.757,12.115,-2.1927,-0.081128,-3.3222,18.937,-35.753,-31.555,57.341,76.584,-41.411,28.147,32.968,2.4398,0.99158,0.47204,0
814.62,-100.2,-11.886,11.705,-1.7725,-0.31041,-2.051,16.828,-36.114,-31.266,57.084,76.048,-41.082,28.112,33.03,1.4682,0.97186,0.47037,0.001542
814.64,-95.713,-12.399,12.1,-1.6731,0.17923,-0.85799,14.775,-36.452,-30.976,56.829,75.519,-40.754,28.082,33.092,0.93498,0.86535,0.47236,0.0098705
814.66,-88.573,-10.749,10.437,-2.0329,0.58317,-1.721,13.031,-36.665,-30.688,56.587,75.019,-40.435,28.079,33.155,0.40172,0.75883,0.47436,0.018199
814.68,-68.654,-8.9254,7.2363,-2.2436,0.17385,-3.5077,11.416,-36.862,-30.415,56.345,74.518,-40.115,28.076,33.217,-0.13154,0.65232,0.47635,0.026527
814.7,-49.938,-8.6418,6.0749,-1.8903,0.018855,-2.5578,10.412,-36.987,-30.214,56.1,74.009,-39.786,28.073,33.294,-0.6648,0.5458,0.47835,0.034856
814.72,-37.848,-8.4747,6.304,-1.8741,0.36486,-1.9436,9.4861,-37.102,-30.026,55.856,73.499,-39.457,28.069,33.449,-1.1093,0.31105,0.48022,0.040302
814.74,-27.552,-7.549,4.9094,-2.1264,0.5197,-2.6882,8.9132,-37.167,-29.891,55.613,72.992,-39.124,28.066,33.603,-1.1278,-0.53904,0.48147,0.031919
814.76,-18.941,-6.5581,3.3433,-2.3372,0.18451,-4.0292,8.4298,-37.228,-29.774,55.372,72.484,-38.791,28.063,33.758,-1.1463,-1.3891,0.48273,0.023535
814.78,-9.3342,-6.6083,2.6644,-2.0296,-0.096633,-3.7263,8.3712,-37.272,-29.74,55.131,71.975,-38.457,28.06,33.912,-1.1648,-2.2392,0.48398,0.015152
814.8,-0.11159,-5.1469,3.2493,-1.8008,0.1928,-2.7161,8.3348,-37.29,-29.7,54.889,71.466,-38.121,28.056,34.063,-1.1833,-3.0893,0.48524,0.0067684
814.82,5.7605,0.82093,3.1994,-2.0752,0.79312,-3.1533,8.4512,-37.133,-29.624,54.646,70.948,-37.776,28.053,34.196,-1.2266,-3.783,0.48611,0.0016013
814.84,9.1654,7.6429,1.9137,-2.2729,0.59337,-4.881,8.602,-36.944,-29.552,54.403,70.434,-37.431,28.047,34.328,-1.3734,-3.8209,0.48536,0.0099133
814.86,15.388,13.664,0.40951,-2.2032,-0.012036,-6.8354,8.945,-36.576,-29.502,54.167,69.936,-37.09,28.027,34.461,-1.5202,-3.8589,0.48461,0.018225
